	text	is_hate
412	Well, Georgians are maybe 80 % of their country , with two biggest minorities being Azeris and Armenians , so indeed very easy that Caucasus baboon types from Georgia are not Georgians .	0
413	I could n't stand by and let that happen .	0
414	I want to thank every one who posted to the Halloween thread this year .	0
415	Agreed.	0
416	Your both our enemies plain and simple , s try to destroy us with their immigration and the  would not be able to get as far as they did if many of them did not look white .	1
417	We need to make sure every white child and adult is fed before we worry about helpless people who have to eat cow crap in order to survive .	1
418	Pretty bad when you have to hide yourself or your identity in a supposedly free country .	0
419	As usual the magic negro opens his mouth and lies pour forth .	1
420	Sound like they are speaking another language in the back ground .	0
421	THANKS AGAIN !	0
422	The huge stones are all different shapes and sizes and fit together tightly using no mortar .	0
423	Will bust ribs and penetrate heart .	0
424	So good to see new people every Friday night .	0
425	An ape without a penis will never be able to pass it on to others .	1
426	hello.	0
427	I do not think anyone looks up to white Negroes , just the  ones and then they become wiggers .	1
428	I would n't take my kids there without some serious hardcore buddies .	0
429	Good.	0
430	`` Parkelj '' is the companion to the Christian St. Nicholaus ( Miklavž ) each year : And here we celebrate Jarilo every year under the name `` Zeleni Jurij '' :	0
431	Hi its great to hear from all of u .	0
432	And the contributions of whites are everywhere .	0
433	I am currently attending high school .	0
434	I would do it again .	0
435	Negroids have a very different hair type then whites ,  hair is referring to there hair type and how they manage/take care of it because its different then ours .	0
436	They like to keep cops out .	0
437	http://www.davidduke.com/mp3/dukeradio080723brunog.mp3	0
438	Let me make it clear I do not like s but they are still slavs so they are my brothers , as long as they keep the religion to themselves then there is no problem for me .	0
439	I will read through and try to add some words and learn as well .	0
440	Anyway , I intentionally do n't make clear whether I 'm married or not , or whether I 'm a father or mother , because this is 2014 and the NSA and FBI are everywhere , and I like having plausible deniability .	0
441	3 .	0
442	And the white guy can lose some weight , shave and get a haircut .	0
443	Sorry the worse working class slum is as Irish as the rest of Ireland.I love Ireland and my people all Irish are my people .	0
444	Why is Ca the melting pot of America it is so hard to fine people that have the same views on our white race as i have ?	0
445	Just make sure you do n't do it inside a mall , it has to be outside .	0
446	Many-a-luck to you , gille .	0
447	In Africa it is traditional to have lots of children and they bring that with them to Europe .	0
448	Just Internet .	0
449	I've followed Mr. Kievsky 's adventures through VNN for the last couple years .	0
450	I hope you all listen to his thoughts in this video - YouTube - & #x202a ; Dr.	0
451	Calman	0
452	Yes, you 've been talking that way aloud in the public for most of your life .	0
453	It will be the same story in another fifteen years .	0
454	Here you could see the rest of the adverts of this campaign http://www.jetlageando.com/archives/scpf-es-albino.jpghttp://www.jetlageando.com/archives/...-jardinero.jpghttp://www.jetlageando.com/archives/scpf-es-gemelas.jpg they are supossed to be fun but the one with the  man has another purpose .	0
455	Backed my car up and felt a thump .	0
456	Have you ever gave hard knocks better than you got them ?	0
457	The Bear Sterns Report on Illegal Immigration Stormfront National Vanguard David Duke American Renaissance	0
458	Kamerad	0
459	Please stop this nonsense all of you !	0
460	If you ever want to just talk to a White activist that is n't a skin , just PM me or AOL : NeoBioCP3 Regards , Kyle	0
461	Double Standard ?	0
462	Some of the first symbols used to portray the sun god is a circle with a cross inside .	0
463	It shows foreighners in their school and says `` in this country you need skills '' yada yada ... this is directed to enlroll foreighners and racist .	0
464	They smoke skinny cigars .	0
465	Definitely would n't go to try to buy some of those useless weapons .	0
466	Where it not for the hippies great lie of equality , racial pride of any sort would have never come into being .	0
467	Anyone have a link to watch the Rousey / Correia fight online ?	0
468	This guy is pretty cool going around and exposing fake SEALS .	0
469	( Source of quote. )	0
470	These are Rapist techniques .	0
471	Last stat : you are a troll and a homo .	0
472	Yamaha Aerox 150 PS 1000ccm - YouTube Yep a 1000 cc aerox	0
473	Voice of sanity speaking at last on SF !	0
474	I know , it 's disgusting .	0
475	Welcome to SF Britain great white brit I must say the influx of new members so far this month is very good news .	0
476	Two days ago I tapped out a half asian , half White mongrel who was bigger than me .	1
477	I know its like a hide and go seek game this white flight stuff .	0
478	Save Ireland has a job he works for MSI are you saying their is a more important job than trying to stop the Immigration invasion into Ireland ?	1
479	Here is a synosis I just found on google : There is much more to this as I hope to show when my package arrives .	0
480	Arab militias doubly so .	0
481	His commenters drone on , about how `` all races must all stick together '' .	0
482	Hope it 's not a re-post in any way shape or form .	0
483	The subtle message .	0
484	I got 6A 's and 4 B 's .	0
485	http://rnebarkashov.ru/foto/ff009.jpg	0
486	The small Janj River The Una River by Novi Grad The Tara River in Republic of Srpska The Sava River near the town of Srpski Brod Vrbas river The Lake of Nevesinje The Neretva River in Republic of Srpska Izvor Sipovo	0
487	I live in a city where a 70 year old house starts at 400k .	0
488	US dollars please .	0
489	If you do n't mind a silent film The Birth of a Nation is a must see .	0
490	No.	0
491	Most just could have their mouth uncovered , sticking it out of the water to breath. their loved ones took care of them az good as possible .	0
492	I get mine from all outlets even the enemy ones .	0
493	This is  behavior as well .	0
494	See her in other pictures and you will see how she is a typical slavic .	0
495	Usually go to Lake Michigan Beach , MI .	0
496	I always intended to try making one but never got round to it .	0
497	This attack on a young boy should be condemned by all who post on this site . it does n't matter if the lad is Catholic or Protestant such an attack has no place in any white communities .	0
498	That will teach you for wearing a  cap you great suck up !	0
499	Its about time we as a nation take matters into our own hands , over throw the government stop the white genocide deport all immigrants and establish a government to help indigenous white Britons rebuild this country .	1
500	Celts are tall or short blond , brunette ,  headed or red headed light , medium color or suntanned light or dark colored eyes. freckled or non-freckled .	0
501	False information and bad science is right .	0
502	Those you speak of are the very article which started this thread .	0
503	I seriously ca n't figure what group I belong to ... any suggestions ? * The Mighty Sisto *	0
504	Are there any majority white universities in South Africa ?	0
505	I clean my own toilet as for public toilets and such there is no dirty work there it is an Economical contribution 2508	0
506	You make it sound so romantic , more like a bunch of sickos sacrificing a child in pennance for the sins they have commited over the last year so they can start a new year of muder and robbery with a clean conscience .	0
